"id","name_en","name_zh","estimated_yob","gender","related_organization","uuid","fc_uuid"
"2813","","吳啟泰","","MALE","民建聯","956d5b69-28a2-43fc-8541-0d1711c62db8","a0432f36-b5c6-4b27-aa6a-4920f493c4a1"
"2814","","朱煥釗","","MALE","民建聯","1dab51c0-c28e-40a8-b078-d0a368196af9","65e68951-e37d-4d7c-b4f4-e6bfcc87738d"
"2815","","林港坤","","MALE","民建聯","f85009a3-bb90-4353-95fc-05d410db505e","de13ec77-9e4d-4671-8b14-2fd8cf8a0acd"
"2816","","蔡雅文","","MALE"," ","f90cbbc4-3eb8-4f58-874a-fed64695d97c","81be032d-e84e-4e2b-9c0d-6b501a1f68bf"
"2817","","王天仁","","MALE"," ","dfd88ce4-f7b9-4fcb-8ec1-2a85536f2b86","8e835f97-1172-4e56-801d-8d4f72dc2745"
"2818","","王振霖","","MALE"," ","3d025f0e-389c-497c-9585-497917009f7e","b25fcf0f-b4c7-474f-8e9c-35c600323e96"
"2819","","潘俊恩","","MALE","實政圓桌","7fa1b30f-6bba-464a-95e1-1d8821d69a30","e7dcf15b-8230-4519-ac40-44f3c3d6343f"
"2820","","蘇逸恒","","MALE","民主黨","fc241997-ed3a-428a-aa39-89edbf55c0d2","7e12c3e9-6079-4ea4-90b4-9479c7c9d53e"
"2821","","郭志聰","","MALE","灣東願景","13e77a14-a886-41cf-a3c2-da73f3b8a167","bcb418d2-6207-4371-82f1-d3126fea69fd"
"2822","","何偉倫","","MALE","工黨","4e2f15fd-00c4-40fb-a223-f1b6e443cb18","ec7fdf3a-6791-463b-a7b5-7f23b4dca08d"
"2823","","陳嘉朗","","MALE","獨立民主派","2ae8e00a-2eae-48b8-850f-fbb10540e422","54bb866d-ad66-4094-9eb9-26ae32480f21"
"2824","","朱慧芳","","FEMALE","民主動力","44a53edf-b38e-495b-930f-f3878551cd3f","464f485e-1e0a-4bfd-9f50-c9b5bd64a538"
"2825","","李家軒","","MALE"," ","5ed5e8ff-f3a1-4470-a036-a8b2c582f89b",""
"2826","","莊鼎威","","MALE","民主動力","45bb23d3-8aa3-40b4-a70a-231ce629490b","f180f7b0-7e2f-4a30-8fe5-f1020c4424c0"
"2827","","温子衆","","MALE","人民力量","582a26e9-86ef-497c-b544-dc52e93b5d02",""
"2828","","陳滙熙","","MALE","無黨派","3e5d521d-1f95-4ce5-985a-65f43babe038",""
"2829","","方浩軒","","MALE","動元十八","b9661dcd-5fae-4872-bb71-2e57b5a5cd0f","58104e98-82d5-48b8-b0c9-35866429ad2e"
"2830","","劉晉宇","","MALE","動元十八","f76dabc6-1ad9-42e7-b2eb-6e4d4572cc6f","ffea4cea-d5e7-42a0-80fd-a412d8bdebaa"
"2831","","陳梓峯","","MALE"," ","3462b277-6bde-408f-91dc-7fbdb4977eb3","9213d320-27c6-41ea-9828-d1d5503dbd1a"
"2832","","吳卓穎","","MALE","工聯會","792e3ac7-670e-4e90-bb30-e37ef0587ab2",""
"2833","","李國邦","","MALE","無黨派候選人","d987e246-8b38-4568-b385-c1769fa15c0f","a7231940-517b-4293-a9d2-9752f37cdd7a"
"2834","","岑子杰","","MALE","社會民主連線","0b44cc07-760c-491c-8e1a-20b066263998",""
"2835","","邱文勁","","MALE","獨立候選人","9bdbc8d7-04a3-4631-873a-3b2f70461a52","391cbf49-4aff-433f-b58d-d9da32413760"
"2836","","韓俊賢","","MALE","民主黨、民主動力","ee7f00d1-fa0a-4b57-9ada-f844ec0b073a","d2451695-c421-43a2-b80b-fe62fcd2aff5"
"2837","","郭子健","","MALE","民主動力","cb0b5c63-da9d-4685-9e12-9d55f5c42c27","e21b1dc1-c514-45eb-9c6c-7477f27c566c"
"2838","","周元谷","","MALE"," ","525d45e7-f24b-464a-adad-7118b9c6dffd",""
2839,,"陳嘉陽",,"MALE"," ","5400c041-6577-4433-9715-867426d03bcd","70f589c5-84fe-466d-aed3-3953529d487e"
2840,,"傅佳琳",,"FEMALE"," ","24710c70-6adb-408d-b99d-f48598a798f7","fdf8154f-9502-4eef-a5b6-66898cd4736f"
2841,,"陳德立",,"MALE","獨立","08b539ab-4be7-4815-bc17-ec8de42ca41e","e8383666-cbfc-449e-b586-fdcda2d9f13d"
2842,,"李頴彰",,"FEMALE"," ","fd9ec745-701e-40cb-a20f-653e8752d4b2","171acfeb-f672-4b00-8ed8-e0e3e8c9a470"
2843,,"黃業東",,"MALE"," ","7d4915c0-62d7-4029-8bab-962e823b78c6","1828e589-854f-4d72-93fa-b65ba76c35dd"
2844,,"黎裕興",,"MALE"," ","ffd57449-b2d8-454b-8977-aa359ecbb392","61c7f66c-e1c8-4919-9bd2-d56ffdabd32c"
2845,,"司徒博文",,"MALE"," ","fcdd0d3b-c102-4873-a3bc-ecbe9f7aa00b","5fea768d-2f4a-422c-a827-531d47482e47"
2846,,"毛家俊",,"MALE","大埔民主聯盟","0d777933-0a7a-4124-a89b-55557fe484d2","ea322e6a-19b7-4bc9-b8b8-a7e55d780fd9"
2847,,"何偉航",,"MALE","工黨","c07892b0-b813-4008-b310-f3e0aec009ef","61d912e3-83ac-4f3a-a0cd-d4ffa5e30eab"
2848,,"吳家竣",,"MALE"," ","4fc00b80-3fde-4db1-8a26-a285804a4348","85acd7dd-0e53-4787-addb-c2e3ff7507df"
2849,,"張宇添",,"MALE"," ","c190fb43-f7b1-43d6-b1c9-2d45d683c759","6369428f-fd32-495c-901a-e245c24844bd"
2850,,"黃浩鋒",,"MALE","沙田區政、獨立民主派","4531468f-1c2b-414b-837b-b2f7e721679a","36356fb7-b932-4619-9056-469a1cfd853b"
2851,,"譚世華",,"MALE"," ","802b7322-1a26-4b1b-9d26-a0f14dc58e36","68a91da4-d3c0-46e6-aa52-3a6b13be8c16"
2852,,"周漢森",,"MALE","獨立候選人","e8996124-004b-455f-93cc-2bbd16031e77","8b3059e5-9e86-40c6-8ee3-a584a8970440"
2853,,"張文龍",,"MALE","民主動力","ed164492-3545-402c-9d49-85ff7adb3166","17e69337-da95-442c-87ac-b8edb620698f"
